Doi,Author,Title,PubDate,Journal,Country,ISO_3,YCoordinate,XCoordinate,SamplingStartYear,SamplingEndYear,Species,Pathogen,Species,Strain,ControlStrain,SampleType,Sal_Prevalence,No_sample,No_Isolate,Antimicrobial,AntimicrobialCompound,AntibioticClass,Percent_resistant,Percent_intermediate,Percent_susceptible,Perc_res_inc_intermediate,Perc_res_excl_intermediate,ASTMethod,No_isolates_resistant,No_isolates_intermediate,No_isolates_susceptible,MDR_percentage,Laboratory_guidelines,Conc.ofAMusedforsusceptibilitytest(µg/ µg/ml),SusceptibleBreakpoint,Notes
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Chloromphenicols,CHL,Amphenicols,42,,,,,Disk diffusion,11,,,22.2,CLSI M100-S23 2013,30,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Ceflothin,CFL,1st generation Cephalosporin,46,,,,,Disk diffusion,12,,,22.2,CLSI M100-S23 2013,30,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Ciproflaxin,CIP,Fluoroquinolones,8,,,,,Disk diffusion,2,,,22.2,CLSI M100-S23 2013,5,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Cefoxitin,FOX,2nd generation Cephalosporin,0,,,,,Disk diffusion,0,,,22.2,CLSI M100-S23 2013,30,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Gentamycin,GEN,Aminoglycosides,8,,,,,Disk diffusion,2,,,22.2,CLSI M100-S23 2013,10,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Kanamycin,KAN,Aminoglycosides,42,,,,,Disk diffusion,11,,,22.2,CLSI M100-S23 2013,30,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Sulfamethaxazole-trimethoprim,SXT,"Sulfonamide, Trimethoprim and Combinations",4,,,,,Disk diffusion,1,,,22.2,CLSI M100-S23 2013,25,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",4,,,,,Disk diffusion,1,,,22.2,CLSI M100-S23 2013,5,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Tetracycline,TET,Tetracycline,31,,,,,Disk diffusion,8,,,22.2,CLSI M100-S23 2013,30,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,sulfisoxazole,SOX,"Sulfonamide, Trimethoprim and Combinations",92,,,,,Disk diffusion,24,,,22.2,CLSI M100-S23 2013,1000,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Streptomycin,STR,Aminoglycosides,92,,,,,Disk diffusion,24,,,22.2,CLSI M100-S23 2013,10,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Nitrofurantoin,NIT,Nitrofurans,27,,,,,Disk diffusion,7,,,22.2,CLSI M100-S23 2013,100,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Nalidixic acid,NAL,Fluoroquinolones,19,,,,,Disk diffusion,5,,,22.2,CLSI M100-S23 2013,30,,
10.1186/s12917-018-1539-4,Eguale Tadesse 2018,Non-typhoidal Salmonella serovars in poultry farms in central Ethiopia: prevalence and antimicrobial resistance,2018,BMC Veterinary research,Ethiopia,ETH,8.9,38.78,2013,2014,Chicken,Salmonella,,,,LivingAnimal,4.7,,26,Neomycin,NEO,Aminoglycosides,12,,,,,Disk diffusion,3,,,22.2,CLSI M100-S23 2013,30,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,PolymyxinB,PMB,Polymyxins,0,,,,,Disk diffusion and PCR,1,0,27,,CLSI M100-S17 2007,300,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,Gentamycin,GEN,Aminoglycosides,0,,,,,Disk diffusion and PCR,0,0,28,,CLSI M100-S17 2007,10,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,Chloromphenicols,CHL,Amphenicols,0,,,,,Disk diffusion and PCR,1,0,27,,CLSI M100-S17 2007,50,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",0,,,,,Disk diffusion and PCR,0,0,28,,CLSI M100-S17 2007,5,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,Sulfamethaxazole-trimethoprim,SXT,"Sulfonamide, Trimethoprim and Combinations",0,,,,,Disk diffusion and PCR,0,0,28,,CLSI M100-S17 2007,25,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,Neomycin,NEO,Aminoglycosides,0,,,,,Disk diffusion and PCR,1,11,16,,CLSI M100-S17 2007,10,,
10.1016/j.heliyon.2018.e01025 ,"Hiko, Adem et al.2018",Antimicrobial resistance and genotypic profiles of Salmonella Saintpaul isolated along beef processing and distribution continuum,2018,Haliyon,Ethiopia,ETH,8.88,38.87,,,Cattle,Salmonella,,St. Paul,,Meat,36.4,,28,Oxytetracycline,OXT,Tetracycline,82.2,,,,,Disk diffusion and PCR,23,2,3,,CLSI M100-S17 2007,30,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Gentamycin,GEN,Aminoglycosides,,,,,,Disk diffusion,1,2,5,100,CLSI 2005,10,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Kanamycin,KAN,Aminoglycosides,,,,,,Disk diffusion,3,3,2,100,CLSI 2005,30,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Spectinomycin,SPT,Aminoglycosides,,,,,,Disk diffusion,2,2,4,100,CLSI 2005,100,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Chloromphenicols,CHL,Amphenicols,,,,,,Disk diffusion,0,0,8,100,CLSI 2005,30,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Clindamycin,CLI,Lincosamides,,,,,,Disk diffusion,8,0,0,100,CLSI 2005,25,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Erythromycin,ERY,Macrolides,,,,,,Disk diffusion,6,2,0,100,CLSI 2005,15,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Nitrofurantoin,NIT,Nitrofurans,,,,,,Disk diffusion,2,2,4,100,CLSI 2005,300,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Amoxycillin,AMX,Penicillin ,,,,,,Disk diffusion,3,0,5,100,CLSI 2005,25,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Ampicillin,AMP,Penicillin ,,,,,,Disk diffusion,3,5,0,100,CLSI 2005,10,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Ciproflaxin,CIP,Fluoroquinolones,,,,,,Disk diffusion,0,0,8,100,CLSI 2005,5,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",,,,,,Disk diffusion,1,2,5,100,CLSI 2005,5,,
10.3855/jidc.7885,Kemal et al.2016,"Prevalence, assessment, and antimicrobial resistance patterns of Salmonella from raw Poultry eggs in Haramaya, Ethiopia",2016,The Journal of Infection in Developing Countries,Ethiopia,ETH,9.31,42.12,2012,2013,Chicken,Salmonella,,,,Eggs,2.7,,8,Tetracycline,TET,Tetracycline,,,,,,Disk diffusion,3,5,0,100,CLSI 2005,10,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Gentamycin,GEN,Aminoglycosides,13,,,,,Disk diffusion,7,18,31,100,CLSI 2014,10,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Kanamycin,KAN,Aminoglycosides,52,,,,,Disk diffusion,29,17,10,100,CLSI 2014,30,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Streptomycin,STR,Aminoglycosides,66,,,,,Disk diffusion,37,9,10,100,CLSI 2014,10,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Chloromphenicols,CHL,Amphenicols,52,,,,,Disk diffusion,29,19,8,100,CLSI 2014,30,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Ceftriaxone,CRO,3rd generation Cephalosporin,23,,,,,Disk diffusion,13,10,33,100,CLSI 2014,30,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Clindamycin,CLI,Lincosamides,38,,,,,Disk diffusion,21,18,17,100,CLSI 2014,30,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Nitrofurantoin,NIT,Nitrofurans,73,,,,,Disk diffusion,41,12,3,100,CLSI 2014,50,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Amoxicillin-clavulanic acid,AMC,Penicillin ,43,,,,,Disk diffusion,24,14,18,100,CLSI 2014,30,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Ampicillin,AMP,Penicillin ,46,,,,,Disk diffusion,26,9,21,100,CLSI 2014,10,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Nalidixic acid,NAL,Fluoroquinolones,39,,,,,Disk diffusion,22,16,18,100,CLSI 2014,30,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Ciproflaxin,CIP,Fluoroquinolones,8,,,,,Disk diffusion,4,3,49,100,CLSI 2014,5,,
10.1186/s41043-017-0131-z,Wabeto et al.2017,"Detection and identification of antimicrobial-resistant Salmonella in raw beef at Wolaita Sodo municipal abattoir, Southern Ethiopia",2017,"The Journal of Health, Population and Nutrition",Ethiopia,ETH,6.85,37.76,2015,2016,Cattle,Salmonella,,,,Meat,12.5,,56,Tetracycline,TET,Tetracycline,84,,,,,Disk diffusion,47,3,6,100,CLSI 2014,30,,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Ampicillin,AMP,Penicillin ,0,,,,,Agar dillution,12,0,6,23.5,CLSI 2002,,>=32,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Amoxicillin-cluvanic acid,AMC,Penicillin ,0,,,,,Agar dillution,8,0,10,23.5,CLSI 2002,,>=32,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Ciproflaxin,CIP,Fluoroquinolones,0,,,,,Agar dillution,2,0,16,23.5,CLSI 2002,,>=64,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Streptomycin,STR,Aminoglycosides,25,,,,,Agar dillution,17,0,1,23.5,CLSI 2002,,>=32,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Cefalothin,CFL,1st generation Cephalosporin,0,,,,,Agar dillution,2,0,16,23.5,CLSI 2002,,>=32,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Carbadox,CRB,Quinoxalines,0,,,,,Agar dillution,0,0,18,23.5,CLSI 2002,,>=30,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Nalidixic acid,NAL,Fluoroquinolones,0,,,,,Agar dillution,2,0,16,23.5,CLSI 2002,,>=32,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Sulfisoxazole,SOX,"Sulfonamide, Trimethoprim and Combinations",0,,,,,Agar dillution,12,0,6,23.5,CLSI 2002,,>=512,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Sulfamethaxazole-trimethoprim,SXT,"Sulfonamide, Trimethoprim and Combinations",0,,,,,Agar dillution,10,0,8,23.5,CLSI 2002,,>=76/4,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Trimethoprim,TMP,"Sulfonamide, Trimethoprim and Combinations",0,,,,,Agar dillution,10,0,8,23.5,CLSI 2002,,>=16,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Tetracycline,TET,Tetracycline,25,,,,,Agar dillution,6,0,12,23.5,CLSI 2002,,>=16,
10.1007/s11250-008-9181-y,Zewdu and Cornelius 2009,"Antimicrobial resistance pattern of Salmonella serotypes isolated from food items and personnel in Addis Ababa, Ethiopia",2009,Tropical Animal Health and Production,Ethiopia,ETH,8.98,38.76,2003,2004,Chicken,Salmonella,,,,Meat,32.7,,18,Gentamycin,GEN,Aminoglycosides,0,,,,,Agar dillution,1,0,17,23.5,CLSI 2002,,>=16,
